																
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
1885	scroll3	Prismatic Light	400	Sscroll	Misc	S84	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1886	scroll4	Day of Protection	500	Sscroll	Misc	S85	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1887	scroll4	Hour of Power	600	Sscroll	Misc	S86	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1888	scroll4	Sunray	750	Sscroll	Misc	S87	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1889	scroll4	Divine Intervention	1000	Sscroll	Misc	S88	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1890	scroll1	Reanimate	100	Sscroll	Misc	S89	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1891	scroll1	Toxic Cloud	150	Sscroll	Misc	S90	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1892	scroll2	Vampiric Weapon	200	Sscroll	Misc	S91	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1893	scroll2	Shrinking Ray	250	Sscroll	Misc	S92	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1894	scroll3	Shrapmetal	300	Sscroll	Misc	S93	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1895	scroll3	Control Undead	350	Sscroll	Misc	S94	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1896	scroll3	Pain Reflection	400	Sscroll	Misc	S95	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1897	scroll4	Dark Grasp	500	Sscroll	Misc	S96	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1898	scroll4	Dragon Breath	600	Sscroll	Misc	S97	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1899	scroll4	Armageddon	750	Sscroll	Misc	S98	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1900	scroll4	Souldrinker	1000	Sscroll	Misc	S99	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1901	null		0				0				302	0	0	0	0	
1902	book1	Torch Light	100	Book	Misc	S1	1	3	1	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1903	book1	Fire Bolt	200	Book	Misc	S2	1	3	1	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1904	6book2	Fire Resistance	300	Book	Misc	S3	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1905	6book2	Fire Resistance	300	Book	Misc	S3	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1906	6book2	Fire Aura	400	Book	Misc	S4	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1907	6book2	Fire Aura	400	Book	Misc	S4	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1908	book3	Haste	500	Book	Misc	S5	1	3	3	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1909	book3	Fireball	750	Book	Misc	S6	1	3	3	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1910	book4	Fire Spike	1000	Book	Misc	S7	1	3	4	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1911	book4	Immolation	1500	Book	Misc	S8	1	3	4	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1912	book5	Meteor Shower	2000	Book	Misc	S9	1	3	5	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1913	book5	Inferno	3000	Book	Misc	S10	1	3	5	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1914	book5	Incinerate	5000	Book	Misc	S11	1	3	5	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1915	book1	Wizard Eye	100	Book	Misc	S12	1	3	1	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1916	book1	Feather Fall	200	Book	Misc	S13	1	3	1	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1917	6book2	Air Resistance	300	Book	Misc	S14	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1918	6book2	Air Resistance	300	Book	Misc	S14	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1919	6book2	Sparks	400	Book	Misc	S15	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1920	6book2	Sparks	400	Book	Misc	S15	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1921	book3	Jump	500	Book	Misc	S16	1	3	3	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1922	book3	Shield	750	Book	Misc	S17	1	3	3	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1923	book4	Lightning Bolt	1000	Book	Misc	S18	1	3	4	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1924	book4	Invisibility	1500	Book	Misc	S19	1	3	4	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1925	book5	Implosion	2000	Book	Misc	S20	1	3	5	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1926	book5	Fly	3000	Book	Misc	S21	1	3	5	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1927	book5	Starburst	5000	Book	Misc	S22	1	3	5	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1928	book1	Awaken	100	Book	Misc	S23	1	3	1	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1929	book1	Poison Spray	200	Book	Misc	S24	1	3	1	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1930	6book2	Water Resistance	300	Book	Misc	S25	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1931	6book2	Water Resistance	300	Book	Misc	S25	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1932	6book2	Ice Bolt	400	Book	Misc	S26	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1933	6book2	Ice Bolt	400	Book	Misc	S26	1	3	2	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1934	book3	Water Walk	500	Book	Misc	S27	1	3	3	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1935	book3	Recharge Item	750	Book	Misc	S28	1	3	3	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1936	book4	Acid Burst	1000	Book	Misc	S29	1	3	4	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1937	book4	Enchant Item	1500	Book	Misc	S30	1	3	4	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1938	book5	Town Portal	2000	Book	Misc	S31	1	3	5	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1939	book5	Ice Blast	3000	Book	Misc	S32	1	3	5	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1940	book5	Lloyd's Beacon	5000	Book	Misc	S33	1	3	5	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1941	book1	Stun	100	Book	Misc	S34	1	3	1	Book of Learning	350	0	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
